stop_id,station_id,station_distance
207,37364,2014.805918905992
208,37364,2783.824529121695
209,37364,2547.464863812345
210,37364,2563.8821728906128
211,37364,2510.3451377262504
212,37364,2507.954812046638
213,37364,3043.8098254635443
214,37364,2882.810338537988
215,37366,3451.3544166697816
216,37366,3149.37338303832
217,37366,3532.780511840684
218,37366,3332.3250704851566
219,37366,3239.745426291227
220,37366,3187.181557393073
221,37366,3312.787991596999
222,37366,3163.5916143927047
223,37366,3066.467845910516
224,37366,3109.3114980069113
225,37366,3045.7426482747373
226,37366,2959.5015845445814
227,37366,3095.9594696198415
229,37364,1710.300783875722
230,37366,2962.9832943742676
232,37364,1886.5010516915254
233,37364,1946.185712863826
234,37364,1965.8985497950703
235,37366,653.3718723627558
236,37364,2180.1825989848717
237,37364,2157.28251726116
238,37364,2324.9545421084417
239,37364,2296.725014354721
240,37364,2599.9580892180775
241,37364,2288.604966632002
242,37364,2590.905393031558
243,37364,2045.8025643562555
244,37364,2428.2409764875365
245,37364,2143.1005924654996
246,37364,2399.2033944993073
247,37364,2653.0327391710935
248,37364,2620.3343223053316
249,37364,2757.0743819303757
250,37364,2732.3227410953527
251,37364,2621.887982044254
252,37364,1881.954218766545
253,37364,1530.6308728763195
254,37364,1955.3746056613154
255,37364,2062.9243523255486
257,37364,2240.8466925406665
258,37364,1678.4398394685447
259,37364,1800.1134352980791
260,37364,2005.263253500383
261,37364,2350.567852971653
262,37364,2286.0918118242143
263,37364,2421.7349706768186
264,37364,2597.7928487347294
265,37364,2576.445924265008
266,37364,6758.521552178353
267,37364,1701.6571499905128
268,37364,2683.5859463921565
269,37364,2846.3371417269063
270,37364,2976.851283689882
271,37366,3325.085539211071
272,37366,3246.7458426981157
273,37366,3258.7586295060582
274,37366,3292.4032863783737
275,37366,3172.6995197109923
276,37366,3153.4994431473247
277,37366,2977.930503445066
278,37366,2903.8660932406624
280,37366,2858.5847450960423
281,37366,2817.2093760151515
282,37366,2642.656020663278
283,37366,2522.7941250088234
284,37366,2538.543605376599
285,37366,2546.2626358133575
286,37366,2789.6405454634873
288,37366,2539.5476155906877
290,37366,2390.5300757276023
291,37366,1794.821348520998
292,37366,1773.491961219487
294,37366,2761.523550860571
295,37366,2567.5232756657792
296,37366,2320.970956603856
297,37366,2277.965329214462
298,37366,2207.8089537382493
299,37366,1941.0567917919432
300,37366,1910.324498161303
301,37366,1924.7899965678894
302,37366,1667.4397116609389
303,37366,1662.7139930126377
304,37366,1600.4712215096158
305,37366,1457.8707254149044
307,37366,1501.1580253308048
308,37366,1436.6176101392584
309,37366,1372.3561906205225
310,37366,1267.9596647522942
311,37366,1205.442776655071
312,37366,1711.5566933471177
313,37366,1850.627202858644
315,37366,1698.4879801476882
316,37366,1770.0505316534966
317,37366,1644.9592793905626
318,37366,1432.9302351315619
319,37366,1315.7322267270188
320,37366,1294.8201157484793
321,37366,1249.4778450788235
322,37366,1355.2684378243569
323,37366,1259.5516647542938
324,37366,1285.167118183623
325,37366,1283.7150940892725
326,37366,1189.0513709053414
327,37366,1083.5723255998091
328,37366,1101.6542332924266
329,37366,945.7145236714375
330,37366,928.8691986285353
331,37366,1047.8584696450005
332,37366,732.2532033000118
333,37366,764.4996547755209
334,37366,1844.8573846301658
335,37366,1970.3866563346241
336,37366,1780.091993785455
337,37366,2104.6196162279252
338,37366,1770.0786601079496
339,37366,1579.9657884564015
340,37366,1812.8990816985297
341,37366,2258.237576665571
342,37366,2435.334905895266
344,37366,2144.3646594158936
345,37366,2320.0472890266965
346,37366,2348.5992230494794
347,37366,2510.964771158343
348,37366,2747.4639541934307
349,37366,2486.5149062247347
350,37366,2635.9028667153743
351,37366,2665.402998392575
353,37366,1316.7128269311636
354,37366,1424.823758853511
355,37366,1495.0166709088548
356,37366,1586.4629655202548
357,37366,1479.8075956846778
358,37366,997.3495454410805
359,37366,890.5507757784816
360,37366,1241.540322800382
361,37366,1425.2251282156426
362,37366,1410.3312395256978
363,37366,1301.5813883461321
364,37366,1459.8312552240852
365,37366,1516.5806693259171
366,37366,1890.8127576576721
367,37366,1854.6732339169475
368,37366,2173.860985331297
369,37366,2167.703115297355
370,37366,2297.6702490042976
371,37366,2383.7836818834917
372,37366,2530.181433133456
373,37366,2542.6324036094256
374,37366,2583.688841912477
376,37366,1871.876344829587
377,37366,2428.1575067031913
378,37366,2273.946034353565
379,37366,2439.76041546891
380,37366,2412.4534613707865
381,37366,3117.4937431284948
382,37366,3311.0503076664063
383,37366,3287.2769857856533
384,37366,3122.3791390829747
385,37366,2960.869584477831
386,37366,2981.419779622609
387,37366,3214.42301666774
388,37366,3214.1300732432496
389,37366,3399.391530777264
390,37366,3391.365503358061
391,37366,2600.0297124297663
392,37366,2766.078708930769
393,37366,2806.772343803071
395,37366,3604.7147008445654
396,37366,3607.5042059103644
399,37364,1410.4178558939968
401,37364,847.1407397418905
402,37364,1272.037920766396
403,37364,1734.0406809931153
404,37364,2060.3606660846262
405,37364,2693.812408845839
406,37364,2683.577016137137
407,37364,2624.405130227233
408,37364,2613.533715037485
409,37364,2738.7641000531394
410,37364,2752.4535343966213
411,37364,2595.792307385784
412,37364,2585.9781676967445
413,37364,2482.481112167649
414,37364,2822.0168993107654
415,37364,2505.0727428205582
416,37364,2866.2401638357155
417,37364,2869.447711502873
418,37364,3034.7221208177675
419,37364,3585.333434145605
420,37364,2430.3966051480634
421,37364,3716.3215077645564
422,37364,2454.499667351817
423,37364,2332.9158702912355
424,37364,2511.299022422222
425,37364,2560.286029051018
426,37364,2895.8510065845585
427,37364,2941.798640166441
428,37366,2551.093511021584
429,37366,2111.8275139790935
430,37366,2701.889790902339
431,37366,2256.039173026279
432,37366,1809.7700864932472
433,37366,1436.5976572645102
435,37366,1408.5405048286727
436,37366,2612.5010901962883
437,37366,1573.3379061835687
438,37366,1480.957469720788
440,37366,1374.6899855347012
441,37366,1668.664218046306
442,37366,1399.7251366164533
443,37366,1434.57799404062
444,37366,1723.9639565513792
445,37366,1860.1752676991837
446,37366,1776.513480785857
447,37366,1748.5923623927408
448,37366,1663.3691214168684
449,37366,1624.7163636009843
450,37364,3058.0373154486797
451,37364,3067.0852581490367
452,37364,3203.8774935960055
453,37364,3210.2532195807416
454,37364,4097.910869762157
455,37364,4191.641362048493
456,37366,2148.790718456937
457,37366,1998.7973182760948
458,37366,1909.2023644561727
459,37364,4988.473608997961
460,37364,5018.835026312051
461,37364,5046.904192564988
462,37364,4863.868905273772
463,37364,4676.127969364919
464,37364,4791.219097206357
465,37364,4823.913740184873
466,37364,4826.133022049549
467,37364,4888.6134579827685
468,37364,4963.174805733118
469,37364,4969.4878573947135
470,37364,4978.24487459502
471,37364,5003.721745912152
472,37364,4980.851811828071
473,37364,5064.733114162342
474,37364,5102.5690102201315
475,37364,5193.122977754337
476,37364,5121.687811212072
477,37364,5168.429647601016
478,37364,5455.950737624699
479,37364,5630.230680238416
480,37364,5569.763992391906
481,37364,5689.554803301281
482,37364,5204.829564742516
483,37364,5262.22059847636
484,37364,5415.623327828747
485,37364,5430.532730296289
486,37364,5850.965897372186
487,37364,5553.064863029068
488,37364,5439.3484299472675
489,37364,5465.546508389764
490,37364,5357.790244836725
491,37364,5464.664743731972
492,37364,5942.333738752441
493,37364,6004.74844041439
494,37364,6508.017900762047
495,37364,4794.35910066445
496,37364,4865.88003194656
497,37364,5045.434352305222
498,37364,5006.233651760962
499,37364,5088.48883983022
500,37364,5098.978787633417
501,37364,5213.424540638388
502,37364,5263.0514258804
503,37366,874.3924703766588
504,37366,1194.7629238899262
505,37366,568.9052239521981
506,37366,42.012622408870826
507,37366,241.13000667439525
508,37366,419.06755692877846
509,37366,1196.4235036696944
510,37366,879.2045759850494
511,37366,1318.1735031686896
512,37366,704.2386895157041
513,37366,858.2827464338575
514,37366,914.5780437150318
515,37366,1290.851125458728
516,37366,1600.2849387113956
517,37366,1523.764313040343
518,37366,1247.7751205811005
519,37366,456.4591845518137
520,37366,533.7062817135386
521,37366,809.1539656361459
522,37366,628.9054500067841
523,37366,764.7466433547976
524,37366,847.496311852355
525,37366,1138.0278255898904
526,37366,1119.2119631346754
528,37366,1146.5256989021568
529,37366,1266.904912798832
531,37366,1453.0521023132144
532,37366,2007.20153924945
533,37366,1892.5681723222842
534,37366,2322.568880660854
535,37366,2514.8143311432573
536,37366,2322.6188923107443
537,37366,2333.7904752605755
538,37366,1798.7252232565988
539,37366,1721.926274269925
540,37366,2276.79636376673
541,37366,2299.4235962467937
542,37366,2369.5142605990095
543,37366,1525.5756967131692
544,37366,1819.5651861227307
545,37366,1720.7513557490079
546,37366,1545.5952519577088
547,37366,1241.7532577196882
548,37366,1663.4297164368043
549,37366,1662.819232736311
550,37366,1689.4663323193356
551,37366,1704.2747994482916
552,37366,1424.945260313932
553,37366,1696.613513784254
554,37366,1716.821955628448
555,37366,2479.4461406804844
559,37366,3238.488046145947
560,37366,3413.5594594765594
561,37366,3420.428611789359
562,37366,3612.9324623532098
563,37366,3614.2236608361595
564,37366,3979.6590579026206
565,37364,6852.671540316461
566,37364,7072.932311085249
567,37364,7136.33243012475
568,37364,7203.837869196682
569,37366,7377.643443798825
570,37366,7410.0937823445265
571,37366,7490.92987445331
572,37366,7835.533055082431
573,37366,8057.192292683965
574,37366,7836.782826935846
575,37366,8309.00719754411
576,37366,8125.174971120161
577,37366,8368.665079879258
578,37364,2780.2598862532345
579,37366,3233.236087665494
580,37366,2197.2986796746427
581,37366,3102.472056423035
582,37366,3074.9265554422454
583,37366,2946.731867642036
584,37366,2538.4389103654303
585,37366,1005.1114146111505
586,37364,2830.2286393985473
587,37366,868.3939634417171
588,37366,819.1150728394667
589,37366,565.0908957389421
590,37366,493.9850287761078
591,37364,3186.5571975460107
592,37364,2007.9948170722223
593,37364,1298.0351976004554
596,37366,8117.562682437249
597,37366,8325.004509005363
598,37366,7525.643427226367
599,37366,1297.7172168190477
600,37366,1221.9883818991736
601,37366,678.9894385755325
602,37366,1567.4801549037295
603,37366,1966.9892457691947
604,37366,2167.691837566473
605,37366,2435.1959381704746
606,37366,3600.534100949088
608,37326,11894.51700256413
610,37366,1858.554989459581
611,37366,276.87023306234806
613,37336,3158.862078266841
614,37326,1454.6305470326256
615,37366,1135.3518106687823
616,37366,435.04653597104993
617,37366,2767.200147596121
618,37366,2788.8276487894063
620,37394,1001.8860873746972
621,37366,3225.4113359540447
622,37366,2365.9325325726268
624,37366,1948.7128111477896
628,37366,2003.1761175380295
631,37366,2037.361615235572
632,37334,6548.760211466796
633,37340,2334.9371591273475
634,37366,2627.978655627656
635,37366,2401.2498966438957
636,37364,2704.6193715546765
637,37366,1612.625629666783
639,37366,3646.776204279694
641,37336,1674.4886342568518
642,37294,3120.2550946909737
643,37354,1807.294492764478
647,37366,2014.9614057395145
651,37340,1231.808033082752
652,37366,1104.4146564364694
654,37356,3024.9854133993604
655,37368,11629.253223745489
656,37366,12330.0014714435
657,37368,4357.306975481604
658,37368,4682.493763840324
659,37354,2899.068949405019
660,37366,1725.232433792958
661,37364,2106.919268246055
662,37366,2638.9086064308826
663,37302,7882.775142485559
664,37368,5676.559844045921
666,37368,4609.583955309158
667,37368,10440.508981819774
669,37368,5181.88955154674
670,37368,4325.41560626055
671,37368,4474.654998889831
672,37368,4326.560775845935
673,37368,4110.838162010961
674,37368,3864.007827581503
675,37368,4163.332151117797
676,37368,4480.262413987972
677,37368,4602.347825989724
678,37366,13694.10083530906
679,37362,5882.535585075067
680,37364,5847.204567490972
681,37364,5549.168683693011
682,37364,5286.279711409328
684,37366,8939.280453634101
685,37366,8755.380935985091
687,37366,7868.708526236454
688,37366,8408.168123714006
689,37366,8927.257035163173
690,37366,7423.332501133071
691,37366,12607.601124949317
692,37364,10106.073319136196
694,37368,6790.709776270521
695,37364,7176.148068772937
698,37366,13568.942035715358
699,37354,2933.1978357116236
700,37364,2497.93852479892
701,37352,2382.2785921736236
702,37350,5647.543783109783
703,37366,3066.2680453051416
704,37364,5559.742360267847
707,37336,5249.409126026993
708,37366,2881.971190598698
709,37366,2294.679201482313
711,37364,5263.723975456433
713,37350,5375.536225695291
714,37364,2030.1356958225206
715,37364,3308.2783974400086
716,37364,3582.015905835019
717,37302,3651.245036184948
718,37364,5594.274888582289
720,37364,5569.726561775631
721,37364,2419.6536834588046
722,37364,5587.984973765948
723,37364,5760.885152293196
724,37366,2809.085033225584
725,37366,1417.8798412722153
726,37366,933.9929676260248
727,37302,3001.996528398013
728,37302,2990.4655125148297
729,37302,2982.2073709609804
731,37302,4788.46666306679
732,37302,4002.1219066843073
733,37302,4310.805957054777
735,37368,4523.7144481316745
736,37368,4648.080843223295
737,37364,2679.4231984437038
738,37366,2172.246565092659
740,37366,2113.6457123315613
741,37352,905.5438070701655
742,37352,1025.5194562825207
743,37352,1234.2280980863027
745,37296,703.3245469986258
747,37304,618.987482671507
748,37302,390.3699502124556
750,37302,373.40055229117786
751,37302,943.6475214593708
752,37364,2821.5226827916304
754,37302,5019.387731171307
755,37302,4968.665575624731
756,37302,5135.744223623466
757,37304,2221.8816832259768
759,37346,298.7573494020084
761,37294,1116.9129238897488
762,37296,2123.4322338296693
763,37296,2501.5743274668494
765,37296,3777.397841580749
766,37296,3348.5101370961333
767,37366,5462.528697796846
768,37366,11488.861921048196
769,37366,11374.473481644318
770,37304,6271.206870630719
771,37304,6298.9403698090755
772,37346,1480.6911486011538
773,37344,2259.258533389739
774,37366,6644.179157270211
775,37344,1170.4600347874207
777,37366,8362.568432788077
778,37366,8913.334288914255
779,37348,2371.0840361718924
780,37366,10880.781700256353
781,37348,2628.4942989690967
783,37344,4083.830443624694
785,37344,1565.0912712741742
786,37344,457.96262350390657
787,37352,1122.7070066818608
788,37302,2161.1435579213544
791,37344,1549.6818091665389
792,37304,9577.77365962774
793,37304,9470.608594532254
794,37364,13439.036888492903
795,37354,1846.8378736473303
797,37364,2800.2728471114815
799,37302,2241.419580460054
800,37368,4256.525694103659
801,37344,3305.201934654219
802,37368,4714.716567632054
803,37364,2241.5552234956476
805,37366,1184.1819827003194
807,37342,1717.7005507694653
808,37304,3392.1617205251705
810,37344,1631.690070261374
811,37344,3627.471505944271
812,37344,3758.325941303699
814,37304,2255.1156632724305
815,37304,2120.3537455511514
817,37306,7323.983731741081
818,37306,7272.442761518401
820,37306,6836.215785664221
821,37306,5512.483059633768
822,37354,3203.5034848222067
823,37344,4325.3238380200655
824,37302,6840.922458678524
825,37354,3582.8192740019304
826,37304,2076.008098424395
827,37304,929.9742646162256
828,37304,477.2673936294354
830,37304,26.926024121867655
831,37296,45.07948755357092
832,37304,2264.2930923995327
833,37304,2197.886975746499
834,37304,2146.3122013400935
835,37304,2112.160662154464
836,37304,2223.6861821698444
837,37304,2273.0669901068936
838,37304,2407.9809477636736
839,37304,2459.530370991421
841,37304,2239.0428034078973
842,37304,2355.3831010070357
843,37304,2141.657453715846
844,37304,1982.2603506175612
845,37304,1832.8489479664254
846,37304,1781.0484900004506
848,37304,1631.680428610866
849,37304,1497.7402868291451
850,37304,1627.0440950015134
851,37304,1502.504130521626
852,37304,1644.3278320965107
853,37304,1747.6626460318175
854,37304,1202.4870944101447
855,37304,1179.6551444826564
856,37304,1009.568824655702
857,37304,1100.1998443359962
858,37304,766.707869493467
860,37296,1248.3854223517894
862,37296,1086.2252943814506
863,37296,1367.8450617613264
865,37296,880.3140883018476
866,37296,1262.1866781516112
867,37296,1280.4324530667873
868,37296,1141.484009467228
869,37296,1175.1185289009406
870,37296,1394.585543567177
871,37296,1502.7140823460652
872,37296,1827.889978394351
873,37296,1825.4109284070762
874,37296,1904.2957039083117
875,37296,1951.5061388208348
876,37296,2001.1627601348137
877,37296,2138.919791732592
878,37296,2157.1180243579684
879,37296,2188.9265977317577
880,37296,2243.6810086423247
881,37296,2300.408647848582
882,37296,2336.5534679495636
883,37296,2401.967473029722
884,37296,2153.817828837473
885,37296,2049.2741647732855
886,37296,1953.671991124885
887,37296,1755.9349699034979
888,37304,1673.7027646458446
889,37304,1683.9339675082672
890,37304,1818.9333670253595
891,37304,1902.555113011915
892,37304,3309.266833897428
893,37304,3157.2552781906697
894,37296,1539.2732191459813
895,37296,1737.6151954689806
896,37296,1750.4799348645668
898,37296,1715.0451662562182
899,37296,1746.541327022844
900,37296,1764.61730744189
903,37296,3087.3233206295868
906,37296,3884.574909775419
908,37296,4048.0006253881834
910,37344,1237.0237148998203
911,37296,4063.4224513604477
912,37296,4104.018813119701
913,37296,4116.363246295544
914,37296,3630.8485496116655
915,37296,3562.965708431442
917,37296,3612.587549050415
918,37296,3231.434623848652
919,37296,3236.9724905994312
920,37296,2669.752493726834
921,37296,2810.072182993307
922,37296,2861.1563234786868
924,37296,3099.4479789250945
925,37296,3285.442499797539
926,37296,2902.4869148673138
927,37296,3181.2427922939937
928,37296,3293.404611477054
929,37296,3094.6489209603774
930,37296,3241.6559544317315
931,37296,3287.383423886974
932,37296,3380.1619078499393
933,37296,3498.2314989556503
934,37296,3534.347261404513
935,37296,3173.582320902985
937,37296,2698.54593290818
938,37296,2752.038404195631
940,37296,2954.9815128471537
942,37296,3280.1623141131336
943,37296,3422.9926371484958
945,37296,3434.977820377863
946,37296,3448.735638543638
947,37296,3434.381968622803
948,37296,3257.3065763173477
949,37296,3202.693318554369
950,37296,3589.374778017941
952,37296,3587.724181485282
953,37296,3424.8012734218287
957,37296,3618.7137355998275
958,37296,3599.923034524698
959,37296,3673.550257784817
960,37296,3745.130392233589
961,37296,3444.613204569082
962,37296,3359.034819097968
963,37296,3741.2143863894344
964,37296,3926.499273463333
965,37296,4076.9707143969194
966,37336,2191.515658061766
967,37396,3516.068991142979
968,37302,6594.367018912138
970,37344,347.6305218081583
971,37294,1233.2013392310118
972,37294,1306.0693845764388
973,37366,7276.962096151489
974,37364,6783.214410292754
975,37294,1649.8187997505886
976,37294,1677.4439815585408
977,37294,1658.3546540306902
978,37294,1612.1848337916306
980,37338,2793.929618478854
981,37362,4880.463280496972
983,37362,4683.2415484454905
985,37296,4436.305364814141
986,37296,4288.511912375821
987,37296,4144.2250984530465
988,37296,2153.9753264330443
989,37296,2243.1742553954346
990,37364,10024.960061346963
991,37296,2317.604495956741
992,37296,3006.4836500649367
994,37296,1240.7374317218193
995,37296,2467.450448491363
996,37296,3056.2711334400483
997,37296,2486.8005979286
998,37296,3142.943249897132
999,37296,374.7459449296113
1003,37296,776.2535591090578
1004,37296,1284.663041305117
1005,37296,1470.7325704661657
1006,37296,1536.5427432236538
1007,37296,1718.0568384279889
1009,37296,1287.47551928943
1010,37296,1924.2117569553745
1011,37304,1788.7098465683773
1012,37296,601.9736493614896
1013,37296,959.0845450633325
1014,37304,755.8353663806959
1017,37304,750.2316666114571
1020,37296,2411.918794580972
1021,37296,2372.1426848541123
1024,37296,3010.742970772667
1025,37296,3047.9062199221357
1026,37296,3448.5673666445687
1027,37296,3655.0259100251933
1028,37352,2453.300785264417
1030,37306,7568.378780836917
1031,37306,7463.867873166305
1033,37368,869.1419222110088
1034,37372,5673.066605864915
1035,37368,1025.183623135032
1036,37372,5790.794478867921
1038,37372,2722.35901170883
1039,37372,5695.383806399801
1040,37372,5382.049728648456
1041,37368,1033.7809868121815
1042,37368,974.41357332325
1043,37368,981.4599592506718
1044,37368,1254.5079953041336
1046,37368,1332.122232416477
1047,37368,906.8164508967536
1048,37368,1492.2517602045266
1050,37368,1593.0584083625909
1051,37368,1663.0639695367017
1052,37368,745.1464408908729
1053,37368,659.0381508771555
1057,37368,592.9010811935415
1058,37368,1721.7792941520902
1059,37368,487.27612043257693
1060,37370,4859.495424913128
1061,37372,4657.636705027713
1062,37368,469.3011491696681
1066,37372,4234.502892363198
1067,37372,4473.641804174288
1068,37372,4386.34392993154
1071,37368,1883.5186358403557
1072,37372,4396.681883362024
1073,37372,4190.972105185524
1074,37372,4273.701953494464
1075,37368,1921.248608750642
1077,37368,607.2837276682554
1080,37368,1998.3712000773478
1081,37368,2252.497143661776
1082,37368,1968.5417574024077
1084,37368,2046.432175049096
1086,37372,4275.13991231591
1087,37372,3969.0581966013997
1090,37368,2376.4853604149753
1091,37372,4118.237092044534
1092,37368,1748.8601728010447
1093,37368,1664.514392225509
1095,37372,3933.59806885382
1096,37368,1641.2101190763838
1097,37368,927.3479182722045
1098,37368,1120.7283640423175
1099,37368,1391.361582014554
1102,37368,1381.0217450465047
1103,37368,1157.0577315072203
1105,37368,1199.5173370366433
1106,37368,1263.1204803318647
1107,37368,1234.0290098734786
1108,37368,3411.2814246876346
1109,37368,1173.4408959118985
1110,37368,3447.343635996678
1111,37368,3153.2529531414852
1115,37372,3445.631390909898
1117,37368,1363.9700827440263
1119,37368,1427.5680866336786
1120,37372,3445.894794150394
1122,37368,1406.1996625346042
1124,37368,1412.4744493550575
1125,37368,3348.1139590580724
1126,37372,3290.0691661717865
1128,37372,3274.774161265153
1130,37368,1976.8687321673074
1131,37368,1971.2183410541602
1132,37372,3296.0504878544834
1133,37368,1693.064266245579
1134,37368,1687.4890598608363
1138,37368,3875.3062560221742
1139,37368,1654.2230828772913
1140,37372,3198.726921454436
1141,37368,1695.7436946876476
1143,37372,3074.0186803452475
1144,37368,1857.3721540891675
1145,37372,2940.1534581783458
1146,37368,1758.189680861246
1148,37372,2892.562875831191
1150,37372,2851.7605431405727
1152,37372,2849.7471881399556
1153,37372,2860.2142057645765
1154,37370,3298.1832400510143
1155,37372,2831.415383800054
1156,37372,2944.726542112334
1158,37372,3161.298116410079
1159,37372,2955.4253025186927
1160,37368,694.1291013939363
1161,37372,2830.392918217629
1162,37372,2859.3264679922318
1163,37372,2848.4719601002207
1165,37370,3189.374208828819
1166,37370,3157.1079291472743
1167,37372,2673.8028663526948
1168,37368,2047.8753808449826
1169,37368,2043.6560671775342
1170,37368,2025.5368991167732
1171,37370,3152.1916342457057
1173,37368,2049.469865583432
1175,37368,2040.9609089166954
1176,37372,3065.083947737324
1177,37372,3238.8547476683425
1178,37372,3143.6139598398204
1179,37372,3186.8208948500455
1180,37372,2806.4853899396635
1181,37370,13850.6877241916
1183,37372,2592.519244178703
1184,37368,2199.1964860077305
1186,37372,2491.4439781665915
1187,37368,2216.5321547056133
1188,37368,2199.747654395119
1189,37368,2333.4585270717243
1190,37372,2469.8125393965934
1191,37368,2246.6206290500277
1192,37372,2800.175013761914
1194,37372,3018.7874081656664
1195,37368,2305.9337308137883
1196,37372,2817.1948264422726
1197,37368,2391.4149911260565
1198,37372,2819.9511804516214
1199,37372,2873.550197553991
1201,37368,2425.9543125808364
1202,37372,2501.7677084725638
1203,37370,6838.573851641713
1204,37370,4072.021541748102
1205,37372,2564.824461939414
1207,37368,2533.582417448036
1208,37372,2596.8900327066153
1209,37372,2598.695851705418
1210,37368,2649.864468179365
1213,37368,2703.6833342973196
1216,37372,2874.439776674688
1217,37372,2956.8080082222486
1219,37372,2490.740246683043
1220,37372,2152.111452783299
1222,37368,2858.285986256734
1223,37368,2919.873889897086
1224,37372,1856.648777656312
1225,37372,1881.8449684505977
1226,37388,1831.6915920698116
1227,37372,1788.9607287134556
1228,37368,3067.18321020245
1229,37372,4962.5887076554145
1230,37372,5045.092600265771
1231,37368,3170.838677115235
1233,37378,645.7067387748349
1234,37372,1818.369628004076
1236,37372,1934.4042916847654
1238,37368,3571.2140538603385
